	close	Times	E_M_A	Momentum	Av_True_Range	CCI	MACDHist
0	104.4952392578125	2010-07-28	101.3814337641718	-0.016284978285785862	67.21768603437486	94.42933578665584	0.28973165472615703
1	106.49524688720703	2010-07-29	101.71135719146442	0.019139700943313572	62.695571745816544	100.4372064027801	0.30471404756504183
2	103.96073913574219	2010-07-30	101.85647860722428	-0.023799257014251844	58.51411793931464	82.53720002914828	0.12125997835421432
3	108.01824951171875	2010-08-02	102.25401221396586	0.039029256714678086	54.64447586303049	134.59920701385616	0.24345756525320628
4	110.58724212646484	2010-08-03	102.79163995025613	0.02378294988447658	50.956407840949986	236.66648054768294	0.4552772742076263
5	111.51255798339844	2010-08-04	103.35427982336208	0.008367292999995654	47.44351320835249	248.98324694959717	0.606233174082452
6	109.8918228149414	2010-08-05	103.77605679056076	-0.014534104479051768	44.22997993180127	185.93959832679374	0.5472627034067874
7	109.4090576171875	2010-08-06	104.13947619873024	-0.004393094821685561	41.192207164663955	147.06515891302058	0.4311810427606133
8	112.69647216796875	2010-08-09	104.69154045481014	0.030047005452543237	38.52002454055269	183.58946028797396	0.5250097020442239
9	113.69070434570312	2010-08-10	105.27213167357743	0.008822212076457185	36.33961788293481	148.34573314500608	0.5979452847917921
10	111.62174987792969	2010-08-11	105.681784460955	-0.018198097018400892	34.094098510396556	140.19550349446357	0.45711383435506203
11	110.79988861083984	2010-08-12	106.01198472868951	-0.007362913303085078	31.922355069364468	102.86034792265612	0.26822468595626603
12	112.11600494384766	2010-08-13	106.40579248450618	0.011878318196062278	29.810908308973335	106.04804717718373	0.19494518220790003
13	110.00103759765625	2010-08-16	106.63774378212878	-0.018864098370706926	27.914728994500496	67.01408571648405	-0.021439067602457396
14	110.35733795166016	2010-08-17	106.87771759951791	0.0032390635741739384	26.057930977447477	53.32193504128592	-0.15841598464548934
15	111.50103759765625	2010-08-18	107.17599630907523	0.01036360306640478	24.412990454481267	61.953729432640046	-0.18783032217073936
16	116.38614654541016	2010-08-19	107.7701995501291	0.04381222859451302	23.038256692543317	149.8322396222843	0.0909115338125277
17	114.31141662597656	2010-08-20	108.19221355502249	-0.017826261810499074	21.53757799248243	137.75585154221073	0.1038197503933227
18	116.11027526855469	2010-08-23	108.70305624621813	0.01573647406071377	20.239329332072398	146.85578998860598	0.19639866821376728
19	115.03555297851562	2010-08-24	109.11160442249539	-0.009256048076307694	18.998919436837387	151.76969244212458	0.1502276440388468
20	113.11601257324219	2010-08-25	109.3699533354468	-0.01668649696178656	17.82781668530498	85.64939671932468	-0.03474551201823273
21	113.34589385986328	2010-08-26	109.62646562734464	0.002032261228022394	16.693565053669108	66.06989013592674	-0.15977029381483554
22	110.1274642944336	2010-08-27	109.65878812199554	-0.028394760990714283	15.802894758786753	-13.300708246977019	-0.4603655842397232
23	112.33438110351562	2010-08-31	109.8314070240291	0.02003965880102063	14.87485714458011	-10.490922979736208	-0.5079651689607534
