	close	Times	E_M_A	Momentum	Av_True_Range	CCI	MACDHist
0	1855.63623046875	2010-07-28	1841.1235024387668	-0.0026737739866472695	1222.6848336791754	11.739114323258415	-1.4936807405107615
1	1811.857421875	2010-07-29	1839.2353682088465	-0.02359234416472408	1139.3301201581596	-26.47783509537868	-7.141861315064233
2	1801.9068603515625	2010-07-30	1836.8270773793442	-0.005491912003285648	1060.0814950183046	-66.3408294287062	-11.211676885480642
3	1805.8868408203125	2010-08-02	1834.8309330852132	0.0022087603728715936	985.9959965484361	-69.07320219403856	-13.164289066896256
4	1792.952392578125	2010-08-03	1832.1290917621754	-0.007162380249867766	918.2683687197413	-97.36647356579313	-14.736955271540431
5	1821.8067626953125	2010-08-04	1831.4631350481843	0.016093215992030428	856.4444776101606	-82.95687792988511	-13.28858367412651
6	1727.2838134765625	2010-08-05	1824.7418884951767	-0.05188417957067298	800.4579776616974	-197.60019104170541	-17.86597505997555
7	1680.519287109375	2010-08-06	1815.4372045348025	-0.027074025705748354	746.9069736598354	-267.22990298007807	-22.891692379999686
8	1707.3839111328125	2010-08-09	1808.4660243153194	0.015985906397805623	695.9728667418315	-198.00485362818017	-23.183940139271296
9	1724.2989501953125	2010-08-10	1803.0358905011256	0.009906992183894504	648.2504775134857	-151.6921094118946	-21.076139148906098
10	1698.5986328125	2010-08-11	1796.298002908311	-0.01490479210690316	605.3585689545888	-148.77223862948924	-20.246104216542314
11	1722.48046875	2010-08-12	1791.5355813497104	0.014059728694092385	564.5352898045147	-111.40449152823483	-17.05009793878724
12	1696.6080322265625	2010-08-13	1785.4112233417654	-0.015020452767289178	527.1965746070625	-108.54551164058502	-15.675027399774208
13	1694.6181640625	2010-08-16	1779.5536066140712	-0.0011728508449008546	491.3166017669373	-107.94848591172762	-13.953511297431682
14	1715.5146484375	2010-08-17	1775.4220609252604	0.012331087213714833	457.9994728396109	-81.02939935272008	-10.61273811941276
15	1732.430908203125	2010-08-18	1772.6484381689938	0.009860749239904433	427.84399694240693	-60.73745980542294	-6.661994886069934
16	1690.6380615234375	2010-08-19	1767.3574461273452	-0.024123817279983178	401.2640247167348	-68.20568799915463	-6.267532711953308
