	Close	ATR	Momentum	CCI	MACD	EMA	Times
0	4.49	0.1267	0.1	-106.3	-0.02084	4.53	2010-08-16
1	4.52	0.1241	0.03	-59.59	-0.01855	4.53	2010-08-17
2	4.49	0.1231	-0.03	-47.74	-0.01894	4.53	2010-08-18
3	4.54	0.1243	0.05	-43.36	-0.01504	4.53	2010-08-19
4	4.45	0.1247	-0.09	-54.84	-0.01899	4.52	2010-08-20
5	4.5	0.1251	0.05	-32.35	-0.01788	4.52	2010-08-23
6	4.51	0.1247	0.01	-35.74	-0.01601	4.52	2010-08-24
7	4.4	0.1244	-0.11	-79.84	-0.02314	4.51	2010-08-25
8	4.38	0.1212	-0.02	-96.89	-0.03005	4.51	2010-08-26
9	4.39	0.1175	0.01	-98.43	-0.03433	4.5	2010-08-27
10	4.39	0.1109	-0.04	-86.12	-0.03672	4.49	2010-08-31
11	4.39	0.1152	0.0	-68.18	-0.03836	4.48	2010-09-01
12	4.42	0.1141	0.03	-39.89	-0.03681	4.48	2010-09-02
13	4.38	0.1116	-0.04	-91.24	-0.03837	4.47	2010-09-03
14	4.44	0.1107	-0.03	15.69	-0.02899	4.47	2010-09-07
15	4.36	0.1106	-0.08	-101.6	-0.0327	4.46	2010-09-08
16	4.25	0.1127	-0.11	-213.9	-0.04402	4.45	2010-09-09
17	4.23	0.1117	-0.01	-192.6	-0.06054	4.42	2010-09-13
18	4.24	0.1094	0.01	-148.6	-0.06483	4.41	2010-09-14
19	4.18	0.1073	-0.06	-160.3	-0.07223	4.39	2010-09-15
20	4.09	0.1089	-0.09	-191.8	-0.08439	4.38	2010-09-16
21	4.07	0.1061	-0.02	-167.7	-0.09455	4.36	2010-09-17
22	4.07	0.09857	0.0	-146.4	-0.1014	4.34	2010-09-20
23	4.06	0.09653	-0.01	-127.5	-0.1065	4.32	2010-09-21
24	4.06	0.09249	0.0	-114.3	-0.1092	4.3	2010-09-27
25	3.95	0.09374	-0.11	-136.7	-0.1189	4.28	2010-09-28
26	3.92	0.0999	-0.03	-155.9	-0.1275	4.26	2010-09-29
27	4.07	0.1078	0.15	-95.5	-0.1208	4.24	2010-09-30
28	4.19	0.1136	0.12	-24.12	-0.1046	4.24	2010-10-08
29	4.36	0.1212	0.17	58.83	-0.07721	4.25	2010-10-11
30	4.38	0.119	0.02	80.35	-0.05325	4.26	2010-10-12
31	4.53	0.1241	0.15	134.9	-0.0219	4.27	2010-10-13
32	4.52	0.1302	-0.01	169.7	0.002112	4.29	2010-10-14
33	4.79	0.1431	0.27	201.0	0.04244	4.32	2010-10-15
34	4.82	0.15	0.03	223.4	0.07594	4.35	2010-10-18
35	4.82	0.1478	0.0	157.4	0.1013	4.38	2010-10-19
36	4.79	0.1516	-0.03	139.5	0.1177	4.41	2010-10-20
37	4.61	0.1572	-0.18	84.48	0.1148	4.42	2010-10-21
38	4.57	0.1545	-0.04	55.78	0.108	4.43	2010-10-22
39	4.62	0.1592	0.05	55.47	0.1055	4.45	2010-10-25
40	4.59	0.1607	-0.03	52.02	0.09987	4.45	2010-10-26
