	close	Times	E_M_A	Momentum	Av_True_Range	CCI	MACDHist
0	181.42820739746094	2010-07-28	188.37991934735376	-0.030897062227568963	121.62343950173832	-273.0255459608427	-0.5482740617253881
1	179.56231689453125	2010-07-29	187.8110417697523	-0.010284456478380001	113.19753130347895	-410.5191454112025	-0.8593622933956861
2	179.41123962402344	2010-07-30	187.26911905067303	-0.0008413640073298347	105.32016269760608	-372.63345370168213	-1.0122097274197548
3	180.29090881347656	2010-08-02	186.81891193859585	0.004903088520521743	97.94199897181342	-250.65515435518205	-0.9897755182721053
4	182.3611297607422	2010-08-03	186.53131308841174	0.011482669652563636	91.1568492586564	-151.31941513255475	-0.7804200788137061
5	180.5308074951172	2010-08-04	186.14418369529596	-0.01003680043014859	84.85571784864008	-136.72067785073472	-0.7120256117864989
6	178.94032287597656	2010-08-05	185.6794184811463	-0.008810045449908281	79.09605944093765	-138.61950803278697	-0.7186393736980659
7	177.75857543945312	2010-08-06	185.16839634942417	-0.006604142752902631	73.6075451271436	-148.8574191079838	-0.7441975594209209
8	176.57684326171875	2010-08-09	184.6141026018303	-0.006647961567046245	68.55993618990023	-142.6557452850819	-0.7785927900918601
9	175.61727905273438	2010-08-10	184.03366237285638	-0.005434258486330099	64.08167470813747	-121.87645352496422	-0.8007710433045503
10	174.6043243408203	2010-08-11	183.4253179836928	-0.005767967237494281	59.69227272012308	-143.21207322725385	-0.8157114490273556
11	172.77395629882812	2010-08-12	182.73813335886283	-0.010482947939017741	55.542778061529226	-160.33745684527466	-0.8756383491132693
12	173.9823455810547	2010-08-13	182.1732438248107	0.006994047645332288	52.043182901854216	-136.25909030294835	-0.764698294944238
13	173.4758758544922	2010-08-16	181.61212331059662	-0.0029110409155079847	48.893200354554594	-90.91019977545271	-0.660173198671361
14	172.569580078125	2010-08-17	181.0287334246307	-0.005224333192745306	45.652155540381465	-119.15332563575384	-0.5891595481684493
15	171.44114685058594	2010-08-18	180.4101794521117	-0.006539004307875135	42.64134412574118	-137.35849555906822	-0.555706354948617
16	173.58251953125	2010-08-19	179.96968526366902	0.012490424381786873	39.87351784809847	-100.7250482705471	-0.33761105896473254
17	175.59950256347656	2010-08-20	179.68773799268888	0.011619735890879529	37.30466062568074	-68.49830202399599	-0.022387358752456343
18	173.51144409179688	2010-08-23	179.2892674184378	-0.01189102725917396	34.891367899788314	-68.35872752519943	0.07526686295794693
19	172.75616455078125	2010-08-24	178.86777691084706	-0.004352909083138294	32.56096604667388	-91.85487401637002	0.11631684423138111
20	172.03646850585938	2010-08-25	178.42704733633173	-0.004165964478276676	30.386232547859727	-99.52312078081863	0.12174222232976328
21	170.01065063476562	2010-08-26	177.8840540007468	-0.011775514160968451	28.463939951556817	-124.42840980703055	0.02092326327814842
22	168.7755889892578	2010-08-27	177.29641109677976	-0.00726461336920061	26.728457881316974	-142.35277380018653	-0.09078596495849123
23	163.2845001220703	2010-08-31	176.3924168403469	-0.03253485234489092	25.22165801971756	-247.01805235610726	-0.47486781545952006
24	166.41209411621094	2010-09-01	175.74852505169298	0.019154261376936932	23.725382096794664	-192.05454067269991	-0.45842681839029753
25	166.5364990234375	2010-09-02	175.15420079180555	0.0007475713101698398	22.19191616920293	-151.11036244631688	-0.38241938819507215
26	164.48399353027344	2010-09-03	174.46580032331963	-0.012324658589557617	20.830180675612688	-175.71356326751217	-0.41111503174933883
27	170.92581176757812	2010-09-07	174.2374139648847	0.039163800069816915	19.903351864560594	-33.07351708275842	0.03909265006512452
28	170.60594177246094	2010-09-08	174.00312543634124	-0.0018713966709261035	18.637175985009282	-34.90664355054259	0.3342627811941803
29	170.23275756835938	2010-09-09	173.75987589647144	-0.002187404496141655	17.456998911234393	-26.02387420494771	0.5126208323523516
30	176.31918334960938	2010-09-13	173.92499250635132	0.03575355218460765	16.677817215927494	88.59417192035157	1.0194823629153893
31	175.52838134765625	2010-09-14	174.02843694772582	-0.004485059350491127	15.725177195073687	123.37166914161415	1.2644607740271958
32	179.56231689453125	2010-09-15	174.38546146042296	0.022981671202705837	14.986555127641987	166.13784729415732	1.637475263289443
33	177.86521911621094	2010-09-16	174.60996195434478	-0.009451302520879865	14.162970466078516	155.57674272233402	1.7017129545336251
34	182.4588623046875	2010-09-17	175.11634262210885	0.02582653995706286	13.518162066264651	198.355427522404	1.966629728996525
35	184.76014709472656	2010-09-20	175.73852355582613	0.012612622708323995	12.836273276045087	219.9325240457865	2.1926655853676627
36	183.55178833007812	2010-09-21	176.24260515416498	-0.006540148314716982	12.208167693910267	183.25224253671564	2.153507681537336
