	Close	ATR	Momentum	CCI	MACD	EMA	Times
0	16.12	0.03562	0.0	0.0	0.02324	16.09	2010-08-16
1	16.12	0.03308	0.0	0.0	0.02167	16.09	2010-08-17
2	16.12	0.03071	0.0	0.0	0.0202	16.09	2010-08-18
3	16.12	0.02852	0.0	0.0	0.01881	16.09	2010-08-19
4	16.12	0.02648	0.0	0.0	0.01751	16.1	2010-08-20
5	16.12	0.02459	0.0	0.0	0.01629	16.1	2010-08-23
6	16.12	0.02283	0.0	0.0	0.01515	16.1	2010-08-24
7	16.12	0.0212	0.0	0.0	0.01409	16.1	2010-08-25
8	16.12	0.01969	0.0	0.0	0.01309	16.1	2010-08-26
9	16.12	0.01828	0.0	0.0	0.01216	16.1	2010-08-27
10	16.12	0.01576	0.0	0.0	0.01049	16.11	2010-08-31
11	16.12	0.01464	0.0	0.0	0.009737	16.11	2010-09-01
12	16.74	0.07645	0.62	666.7	0.0585	16.15	2010-09-02
13	16.83	0.0967	0.09	356.8	0.1032	16.19	2010-09-03
14	17.49	0.1663	-0.09	244.8	0.2609	16.36	2010-09-07
15	17.19	0.1844	-0.3	154.8	0.2841	16.41	2010-09-08
16	16.75	0.2155	-0.44	82.15	0.2639	16.43	2010-09-09
17	17.14	0.2414	0.2	100.5	0.2705	16.51	2010-09-13
18	17.31	0.2521	0.17	109.3	0.2889	16.56	2010-09-14
19	17.03	0.2741	-0.28	80.63	0.2777	16.59	2010-09-15
20	16.9	0.2888	-0.13	39.6	0.2554	16.61	2010-09-16
21	16.84	0.2889	-0.06	25.03	0.2302	16.63	2010-09-17
22	17.26	0.3268	0.42	65.55	0.2414	16.67	2010-09-20
23	17.35	0.3242	0.09	88.04	0.2545	16.71	2010-09-21
24	17.79	0.3374	0.44	120.6	0.2971	16.78	2010-09-27
25	17.62	0.339	-0.17	115.9	0.3134	16.84	2010-09-28
26	17.64	0.3377	0.02	110.0	0.3243	16.89	2010-09-29
27	18.27	0.3843	0.63	165.7	0.3793	16.98	2010-09-30
28	19.05	0.4311	0.78	252.5	0.4804	17.11	2010-10-08
29	20.1	0.5068	1.05	330.5	0.6378	17.3	2010-10-11
30	20.21	0.5013	0.11	256.1	0.7627	17.49	2010-10-12
31	20.48	0.499	0.27	207.2	0.8733	17.68	2010-10-13
32	21.0	0.5562	0.52	204.8	0.9916	17.9	2010-10-14
33	21.66	0.5829	0.66	168.7	1.126	18.14	2010-10-15
34	20.89	0.6449	-0.77	132.7	1.156	18.32	2010-10-18
35	21.63	0.6624	0.74	118.6	1.226	18.53	2010-10-19
36	23.13	0.7286	1.5	145.7	1.387	18.83	2010-10-20
37	22.68	0.7245	-0.45	129.0	1.461	19.08	2010-10-21
38	22.45	0.7241	-0.23	107.7	1.484	19.29	2010-10-22
39	23.08	0.7638	0.63	103.2	1.535	19.54	2010-10-25
40	22.11	0.7914	-0.97	82.88	1.48	19.7	2010-10-26
41	21.16	0.8099	-0.95	44.79	1.345	19.8	2010-10-27
42	21.0	0.7863	-0.16	22.76	1.211	19.88	2010-10-28
43	20.69	0.7759	-0.31	10.21	1.067	19.93	2010-10-29
44	20.69	0.7205	0.0	-3.086	0.9424	19.98	2010-11-01
45	20.89	0.7233	0.2	8.174	0.8499	20.04	2010-11-02
46	20.87	0.7395	-0.02	-18.26	0.7661	20.09	2010-11-03
47	21.22	0.7324	0.35	-2.434	0.7197	20.16	2010-11-04
48	21.29	0.7057	-0.29	-12.48	0.6602	20.32	2010-11-08
49	20.78	0.6967	-0.51	-63.05	0.5779	20.35	2010-11-09
50	21.07	0.6955	0.29	-76.52	0.5299	20.4	2010-11-10
51	21.58	0.723	0.51	-0.3404	0.527	20.47	2010-11-11
52	20.98	0.7714	-0.6	-24.35	0.4708	20.51	2010-11-12
53	20.53	0.7841	-0.45	-110.1	0.3855	20.51	2010-11-15
54	19.57	0.8181	-0.96	-168.4	0.2377	20.45	2010-11-16
55	19.91	0.8153	0.25	-139.4	0.0577	20.37	2010-11-18
56	19.93	0.8235	0.02	-135.8	0.004808	20.34	2010-11-19
57	20.16	0.8168	0.23	-78.96	-0.01834	20.33	2010-11-22
58	19.43	0.8213	-0.73	-133.9	-0.0945	20.27	2010-11-23
59	20.13	0.8226	0.7	-75.12	-0.09725	20.26	2010-11-24
60	19.75	0.7878	-0.45	-75.74	-0.124	20.22	2010-11-26
61	19.95	0.7608	0.2	-60.0	-0.1312	20.2	2010-11-29
